land_owned,land_under_cultivation,land_lost_percent,cause_land_loss,land_type,annual_revenue,annual_expenses,net_profit,profit_satisfaction,profit_trend,income_stability,seed_cost_burden,fertilizer_cost_burden,pesticide_cost_burden,livestock_feed_cost_burden,msp_satisfaction,dairy_price_satisfaction,price_fairness,support_received_count,support_consistency,compensation_satisfaction,irrigation_source,water_availability,water_stability,labour_availability,labour_cost_burden,livestock_owned,livestock_operating_cost,livestock_profitability,vet_expenditure,future_farming_confidence,children_interested,education_level,health_expenses,marital_disputes,chronic_illness,education_expenses,marriage_expenses,unemployment,alternative_income_source,pest_attack_frequency,livestock_disease,crop_failure_frequency,lower_output_price,high_farm_expenses,informal_debt,PFDI
46.60710895457467,43.967520034002206,30.029581916251285,2,1,399059.21962420456,359662.6781354447,39396.54148875986,4,1,5,3,3,1,4,4,5,1,2,4,1,2,4,4,3,2,0,5,5,3,4,0,4,3,0,1,5,1,0,0,5,1,2,2,5,0,0.6616607392269697
44.497504955156685,32.944439977044006,8.19469114993241,0,1,1892832.3836171571,947478.7106693442,945353.672947813,5,2,1,2,3,2,2,5,5,5,5,3,5,0,4,1,1,5,1,4,4,3,5,1,3,2,1,0,3,5,0,1,4,1,2,4,4,1,0.45681191502074703
37.55619908400574,31.297364842955247,67.35207839321794,0,0,2618937.4717494347,1471313.6223001608,1147623.849449274,2,1,5,5,5,5,3,4,5,4,2,3,4,0,2,1,1,1,0,3,1,3,4,1,4,4,0,1,2,4,1,1,2,1,2,4,4,0,0.5993516433582923
48.745345575642155,48.476480765413115,48.87131998138216,1,0,2460005.557150151,1949223.745535809,510781.81161434203,5,1,3,5,2,3,5,1,2,2,5,2,3,0,5,1,1,2,1,1,3,5,2,0,1,3,0,0,5,1,1,0,3,0,1,5,4,0,0.689067585095679
45.7451218606245,38.15416778154116,50.828459085029365,2,0,799146.0137559323,441546.28464780207,357599.72910813027,1,3,5,5,4,1,1,2,4,2,1,2,3,2,2,4,1,4,0,3,1,1,5,0,2,3,0,0,4,2,1,1,2,1,3,3,2,1,0.6497401861347472
27.824869038056466,21.7135310817317,63.73298948822911,0,0,2123161.4273310434,1800941.7183332895,322219.7089977539,2,1,2,1,4,4,5,2,5,2,4,3,3,3,3,3,1,3,1,4,4,1,3,1,3,3,0,1,2,5,1,0,3,0,5,2,4,1,0.6962084026760039
11.110352201883833,8.285077902240461,35.239208959839985,1,0,2418290.156836224,1847453.2362660475,570836.9205701763,3,3,5,1,2,4,1,1,3,5,3,2,4,2,2,5,2,3,1,3,3,3,4,0,2,2,1,0,3,1,0,0,4,1,1,1,2,1,0.4806222332938243
6.86834445914331,6.567585921240313,41.551471748783406,1,1,1545482.376894266,762633.9563192627,782848.4205750034,2,3,1,4,3,2,1,5,4,2,1,3,3,0,5,1,1,5,1,5,4,3,1,0,3,3,0,1,5,4,1,0,2,1,4,3,4,0,0.6398144549464871
9.373491782113225,8.131103760118886,65.05631923893101,1,0,911939.371614824,761238.1682052221,150701.20340960193,2,2,4,3,4,1,4,1,4,1,1,5,3,2,4,5,3,3,0,2,2,5,2,1,2,5,1,1,4,1,0,0,1,0,1,3,3,1,0.63450248378559
6.2282632555583675,5.856379785221014,52.21821678841027,0,2,2973695.4817264327,1642969.4449274207,1330726.036799012,3,3,1,4,5,3,1,5,4,3,4,5,5,2,3,2,4,1,0,2,1,2,3,0,1,1,0,0,1,2,1,0,3,0,3,3,3,1,0.42958136980041767
44.052826653298474,35.161620445548046,51.90226377973318,1,2,2281969.0481125857,1833539.83673963,448429.2113729557,3,3,1,4,2,2,5,3,2,1,5,5,4,0,4,5,5,5,0,4,4,5,2,0,3,3,1,1,2,3,0,0,4,0,2,2,3,1,0.5520157099472751
45.68076803330527,29.95043465771335,7.055622211112055,0,1,1819592.4252505826,911809.2861571894,907783.1390933932,4,1,5,2,1,4,2,1,3,5,5,1,3,2,1,5,5,2,1,4,1,1,3,1,5,1,0,0,2,4,0,0,2,0,3,4,1,1,0.5285847627437705
18.000706892915158,16.110641655902167,31.655255862286502,0,0,508485.35910141957,273663.5116828559,234821.84741856367,4,2,5,1,1,5,3,2,4,2,4,1,1,3,1,1,4,4,0,5,1,1,5,1,3,3,1,0,5,1,0,0,3,1,1,3,2,1,0.6192378029266881
27.1883386716051,21.544996031598803,34.79083641748743,2,0,1069652.1528003984,521724.6365784302,547927.5162219682,3,2,2,3,2,4,1,4,2,5,0,1,3,3,3,5,1,5,0,3,1,4,2,0,3,4,1,0,5,2,0,1,1,0,5,3,5,0,0.48089899030281974
44.74091384277177,41.473817092490286,23.927214618851316,0,0,1811855.3332929425,1058181.16862525,753674.1646676925,5,1,1,2,5,4,3,4,2,4,0,2,3,1,1,2,3,1,1,1,2,5,1,0,1,3,1,1,2,2,0,0,2,0,5,3,2,1,0.5855371410143527
6.769803061616916,5.623043037373744,19.18386544810442,1,1,2506251.230750885,1386484.8370394856,1119766.3937113993,2,2,5,3,1,3,2,4,5,1,4,2,5,0,2,5,4,2,1,2,4,3,1,0,5,4,0,1,5,5,0,1,3,1,4,1,3,0,0.593737030171794
20.43581927955066,20.060510852572023,9.450089419484485,0,0,1665544.058833761,884415.452360666,781128.6064730949,4,3,1,3,5,3,2,1,2,2,4,1,1,3,1,1,1,5,0,2,1,3,3,1,5,4,1,0,2,4,0,0,4,0,3,1,5,0,0.603799864332759
47.56163033721932,37.022082883008416,12.959305018703375,1,2,2223452.1705877273,1897228.5442266117,326223.6263611156,5,2,1,2,1,4,3,2,1,5,1,2,1,2,2,5,2,5,0,1,3,2,3,0,5,2,0,1,4,3,1,0,2,0,1,3,4,1,0.6018548515918272
26.982991499110106,20.949941727979983,28.313981477729552,1,1,1661364.3221042838,1297239.0956541651,364125.2264501187,5,2,1,5,2,4,2,3,2,2,5,3,5,0,2,3,3,4,0,1,5,5,4,0,4,1,1,1,1,4,0,0,1,0,5,2,4,1,0.56910159405805
12.446779801445587,7.677637745885066,1.2511754313389667,3,0,1214547.276763077,959278.1527205311,255269.1240425458,4,3,2,5,5,5,3,4,3,5,1,1,4,3,3,4,5,5,0,5,2,3,2,0,2,1,0,1,3,5,0,1,1,0,3,4,2,0,0.4569789452700309
38.153685309500474,33.51451183775965,10.772713443789854,2,0,749071.082985607,538197.9935896933,210873.08939591364,1,2,5,2,3,1,3,3,4,5,0,3,1,1,4,2,1,1,0,3,3,2,4,0,3,5,1,1,2,5,1,1,5,1,5,5,1,1,0.5493284304095406
25.262179823684743,20.013573709120827,41.46854492616623,2,0,2066246.8424212844,1514282.0212211255,551964.8212001589,5,1,3,4,1,3,3,1,5,3,4,1,5,1,4,3,4,5,0,5,2,1,3,0,2,2,1,0,5,2,1,1,5,0,4,2,5,1,0.632116750905442
6.676348982232625,5.011789267984501,0.6350683256907474,2,0,921694.5499701867,423254.91145128326,498439.6385189034,1,2,4,4,5,5,4,4,4,2,3,3,1,3,1,2,1,2,1,3,2,2,5,1,4,3,0,1,5,4,0,0,3,0,3,3,2,0,0.5160153992695533
22.849232612460668,16.210403306213173,69.79871501103977,0,0,574509.0814558406,486841.7385474548,87667.34290838579,5,3,4,2,4,3,3,3,1,4,3,5,5,2,5,3,4,3,0,5,3,3,1,1,4,2,0,0,1,1,1,1,2,0,4,3,4,1,0.4551005591106736
26.987365292684547,16.385237342463153,55.775847950481925,0,2,2905782.6644799556,1577053.7905206713,1328728.8739592843,1,2,1,4,4,4,1,1,4,5,4,2,3,3,5,1,5,2,1,2,3,5,1,0,4,1,1,0,3,1,0,1,1,1,4,4,1,1,0.5292929444299468
39.01443205385485,38.09739789447865,5.069139050243905,1,2,339274.7498772217,292542.0359603393,46732.71391688241,2,2,2,2,2,2,2,2,4,1,2,5,3,2,1,1,1,2,1,2,4,4,3,0,3,4,1,1,2,2,0,0,1,1,2,3,2,1,0.6811125708010702
24.48466750023808,20.721295969414893,23.031220647026352,0,1,2628315.0590220513,1752633.1988913298,875681.8601307215,3,2,2,3,5,1,3,3,4,2,2,3,5,0,1,4,1,5,0,2,5,4,5,1,4,4,1,1,4,2,0,0,1,1,2,5,2,1,0.6264082330818437
30.703246964497406,25.762769874918718,55.50692662239421,1,2,923178.1329650705,581210.3483441588,341967.7846209117,3,1,2,5,1,3,2,4,2,4,5,2,5,0,5,1,4,5,0,1,4,2,1,0,1,1,1,1,3,5,0,0,1,1,4,4,5,0,0.5246279266771237
4.60134061917062,3.073249949144217,36.384176398921234,0,1,1349573.8186192373,775137.3536792535,574436.4649399838,3,1,1,4,4,1,3,5,5,4,4,1,1,3,4,4,4,3,0,4,2,2,1,0,5,4,1,0,1,3,1,0,5,0,5,1,1,0,0.6094087253084115
3.0370700934692128,2.002453535766109,69.06410860711928,3,0,2860254.177727393,2201137.1160801547,659117.0616472382,1,3,3,2,4,4,5,4,2,2,3,2,5,0,5,5,2,1,0,2,3,2,2,1,1,2,1,0,1,4,0,1,1,1,4,1,1,0,0.5244807631586991
18.080109694856553,12.00003961011528,42.34677458833786,0,2,2980677.1183400224,2462676.810869017,518000.30747100525,5,1,1,3,4,2,5,4,3,2,1,5,1,2,3,5,3,1,1,1,5,1,4,1,5,3,1,0,1,1,0,1,1,0,4,2,3,0,0.5156591119087939
9.253774871993263,7.930766265112049,53.15410295460062,1,0,2859287.8230313743,2497827.180585229,361460.6424461454,4,1,5,2,1,4,5,2,5,4,3,3,2,3,3,3,5,5,0,3,5,4,1,1,3,3,0,1,5,5,1,0,2,1,5,4,5,1,0.6332919680769349
27.080750453612968,22.54128065813371,6.2738437408459475,2,0,2932503.1921214787,2526606.65065753,405896.5414639488,3,3,4,2,5,1,2,5,2,4,3,4,1,3,5,2,3,5,0,5,4,1,2,0,2,2,0,0,2,1,1,0,5,1,2,3,4,1,0.5120558543950053
33.899808807000106,31.317049845034305,53.665929464028416,0,0,543653.0224028317,308587.1284084226,235065.89399440913,4,2,1,5,1,5,3,4,3,2,0,5,5,0,1,2,3,5,1,3,2,5,1,0,3,4,1,0,4,2,1,1,5,1,4,5,1,1,0.5624058736345409
12.106163709122413,8.982755583287496,4.859668992226536,1,0,2421033.8726848485,1372377.6760886088,1048656.1965962397,5,2,2,3,4,5,2,3,2,4,1,1,3,1,4,4,2,4,0,5,5,1,2,1,1,4,0,1,4,4,0,1,5,0,4,3,5,1,0.44387719270659753
46.423047428290474,37.880410644277504,58.942330606349486,1,0,358460.8531364482,296674.82355140656,61786.02958504163,1,1,4,4,2,5,4,1,2,5,1,1,5,1,3,1,1,1,0,3,4,2,4,1,3,3,0,1,4,5,1,1,4,0,1,2,2,0,0.6971508926166828
43.534777815265066,40.15517998107873,55.30213054149429,0,0,1268642.5184189682,680959.4221384929,587683.0962804753,2,3,2,4,2,2,1,2,1,5,5,1,4,2,1,5,4,3,0,1,1,5,5,1,5,2,1,0,4,5,1,1,4,0,4,2,5,1,0.5007685267847171
42.720983240012,25.638271939367456,1.2381466729280055,1,0,1220736.4393615266,893848.3013450248,326888.1380165018,2,2,1,2,3,2,5,1,3,1,2,5,1,3,3,4,1,4,1,1,5,4,4,0,4,4,1,1,2,5,1,0,5,0,3,4,5,0,0.6121834356516354
1.9404215643297777,1.365911799776498,53.22028761854945,0,0,724085.4288499887,330226.6811355037,393858.74771448504,2,1,5,5,2,5,5,4,1,3,0,4,3,2,5,4,5,2,1,4,2,4,4,1,3,1,0,1,5,2,0,1,5,0,1,1,1,0,0.423494051131031
34.71860059824056,26.90834759279293,17.82694354322358,2,0,2715109.777192728,1848280.387815091,866829.3893776371,3,3,2,3,1,1,4,5,3,5,3,1,5,3,5,1,3,1,0,3,3,1,5,1,5,2,0,1,4,3,1,0,3,0,3,4,3,0,0.4646539674577445
41.69618836383716,26.163738301380093,29.700782011942167,0,0,2706812.3896180824,2277085.519577656,429726.8700404265,1,1,2,2,3,1,4,4,1,1,0,2,2,1,5,4,4,3,1,2,5,5,4,1,3,2,0,0,2,1,0,1,3,1,4,2,1,1,0.4903761733773304
47.21071604949067,32.87173973909691,8.505096341064265,0,2,1972851.3567000974,1169808.9090351667,803042.4476649307,1,1,2,5,5,5,4,3,3,1,5,4,5,0,2,2,5,5,0,4,3,2,3,0,4,5,1,0,5,5,0,1,3,0,3,5,4,0,0.5842262466562758
8.881560523929565,7.311450988647712,56.82265518059969,2,2,905916.0820217167,495515.2006738639,410400.8813478529,2,2,3,1,2,5,3,3,2,1,4,1,4,3,2,2,2,4,0,1,2,5,1,1,3,3,0,0,3,5,1,1,5,1,4,2,3,1,0.6801525160371817
20.184759210713636,15.44232452747253,48.69327025477648,0,0,1130929.7302799365,958009.0654510905,172920.664828846,4,1,4,5,3,5,2,4,4,2,5,2,3,2,4,4,3,1,0,3,5,4,2,1,5,4,1,0,5,4,1,0,1,0,1,2,4,0,0.5863549846885856
49.91902805825453,48.58346106250089,44.979563967463406,0,0,2378389.6924326727,1211000.1499616671,1167389.5424710056,4,3,1,2,5,1,4,5,2,2,2,5,3,0,5,1,3,5,0,5,3,2,3,1,2,3,0,0,5,4,0,0,2,1,5,4,2,1,0.4774457002370257
3.4422593613641363,3.3099572659987246,63.657313440587735,2,0,266112.7281251077,149718.17458085087,116394.55354425684,4,1,4,1,4,5,4,2,4,3,6,4,2,3,2,1,5,4,0,5,4,3,4,1,2,3,0,0,4,2,0,0,2,1,3,4,5,1,0.5918290951308197
31.596846877114675,25.2077259619302,68.56855882672298,0,1,654453.0342478881,405192.52324098384,249260.5110069043,3,1,5,4,1,5,1,1,2,5,3,2,1,2,1,1,5,5,1,4,2,3,1,0,1,1,1,1,2,1,1,0,5,1,1,2,2,1,0.8001575686445674
43.23735851180934,33.900895428402684,52.44985988870435,0,1,424614.18836243794,266652.05735936714,157962.1310030708,3,3,1,5,4,2,4,4,5,4,3,3,5,0,2,4,2,1,0,2,1,3,4,0,2,4,0,1,4,1,0,1,3,0,5,3,3,1,0.5756787933943477
14.545642838586408,10.544713093943813,44.987226037069654,0,2,1608552.517429508,1083845.051073746,524707.466355762,4,2,3,5,3,3,2,3,1,4,0,5,4,3,3,5,4,3,1,1,4,3,1,0,5,5,0,1,5,2,1,1,2,0,3,3,5,0,0.478807077229451
5.558493836541333,3.400384500879147,57.60709123550402,0,0,2923026.4309309023,1807658.7388929233,1115367.692037979,1,2,2,3,4,4,1,3,2,4,3,1,5,3,2,3,4,4,1,2,5,4,2,1,1,5,0,1,2,1,0,0,2,1,3,1,1,0,0.5859109316898693
13.444768854029212,8.234198131874857,51.75063146153412,0,0,111069.68896060671,87837.76872441587,23231.92023619084,1,1,3,4,2,1,5,3,1,5,4,4,4,3,1,1,3,4,0,2,3,1,3,0,3,3,1,1,4,5,1,1,3,0,3,4,1,0,0.6807934357628472
21.650758037383124,13.225798701647816,67.63703874947588,0,1,2921051.336387049,2520924.339263437,400126.9971236121,3,1,4,4,5,1,3,4,1,4,2,4,5,0,4,1,1,1,1,4,1,3,5,0,1,3,1,1,1,4,0,1,4,1,2,1,5,1,0.6596634445693453
42.069456994044295,30.042478044562365,30.042781537744983,0,1,1762713.1023421322,1373880.6876976476,388832.41464448464,4,1,3,4,1,5,5,1,5,1,3,3,1,1,1,5,4,4,1,1,3,2,4,0,5,3,1,1,1,5,0,1,4,1,4,4,5,0,0.7592470992601738
32.95898871772815,32.306810125852465,42.04557465838491,2,0,1938901.6909913607,941271.0578498814,997630.6331414793,1,2,1,5,4,2,3,3,4,2,0,1,5,0,1,3,3,5,1,1,5,5,1,1,1,3,1,1,1,2,0,0,5,0,2,3,1,0,0.5889666388977286
41.09212676866413,33.393097097070175,61.5903874152812,1,0,2058718.6018865586,972593.8082745038,1086124.7936120548,3,1,5,1,4,3,4,5,5,5,3,5,1,0,2,4,2,5,1,1,3,5,1,0,4,2,1,1,4,1,0,1,2,0,3,4,4,0,0.5949040107867481
4.479375562129517,2.8312878955375815,24.833990428518895,3,1,2068142.874350438,1304915.4185258502,763227.4558245877,3,1,2,2,3,1,1,4,3,4,5,3,5,1,5,3,2,1,0,4,3,3,1,0,5,2,0,0,1,1,0,1,1,1,4,5,3,1,0.5135883990193146
27.58418405808032,26.058695871046435,41.31998800672118,0,0,1405357.7474276035,1039449.2154253297,365908.5320022737,1,3,3,2,3,1,4,4,1,2,3,5,4,0,1,1,4,3,0,2,4,2,4,0,3,3,1,0,1,1,1,1,5,1,2,4,4,1,0.5590255452230367
23.246079438609627,20.347518687364065,9.838707730485254,0,0,1565819.8419403047,1459357.7208935085,106462.12104679621,4,2,3,3,3,2,3,2,3,5,6,5,2,0,2,5,5,2,1,5,3,4,2,1,1,1,0,0,3,4,0,0,4,0,5,1,1,0,0.48857942781012714
41.84884813494169,32.48209415359433,21.163327454604563,0,0,267177.98837717215,165977.37582417103,101200.61255300112,4,1,4,3,4,3,1,4,5,3,4,2,3,3,3,5,1,3,1,2,1,2,3,0,5,4,0,0,5,4,1,0,3,0,2,3,5,0,0.5621122321378844
43.628488822736564,28.457159022508453,55.33568559924195,0,1,899725.9479289352,799447.2537810861,100278.6941478491,4,2,1,3,3,2,4,4,4,2,3,3,1,1,3,3,1,3,1,1,3,5,3,1,4,3,0,0,4,5,0,1,1,1,4,5,1,0,0.6310767170323147
31.703033043567302,30.769475183000363,1.338126610083482,0,1,2195850.177324862,1748481.3110931762,447368.86623168597,2,2,5,4,2,1,3,1,3,3,1,2,1,3,3,1,4,1,0,1,5,5,5,1,1,1,1,0,2,1,1,1,4,1,3,3,3,1,0.5117042077730901
40.603525290451884,39.753905066153855,5.062153268055702,3,0,968740.4660662343,473162.91104272974,495577.55502350454,2,2,4,4,2,2,2,5,4,2,6,3,3,1,5,5,1,1,0,5,5,5,3,0,3,1,0,1,1,2,1,1,4,1,2,2,4,1,0.5172776950408047
28.072547402986565,22.68452602559193,10.00131729375882,2,0,1540416.7261720449,912137.8105588866,628278.9156131583,2,2,3,1,4,1,1,1,2,5,1,2,1,2,2,1,5,4,0,5,4,3,1,0,3,3,0,0,2,4,1,1,2,0,3,5,3,0,0.6267323981629599
19.488369408909858,18.99197065891699,47.259804280476764,0,0,1737424.247892063,1589891.706570373,147532.5413216902,1,3,2,5,5,3,5,5,1,4,2,1,4,2,1,1,5,4,0,3,4,5,2,0,5,4,1,0,3,2,1,1,3,1,1,4,1,0,0.6316816936099781
42.66705205487487,29.218295779785578,46.014743751909,0,2,725647.9696117169,572468.4726157744,153179.49699594255,5,1,2,1,4,2,3,4,4,4,4,4,1,3,5,4,3,3,0,1,1,2,5,1,5,2,1,0,5,2,1,0,4,1,2,3,1,0,0.4821542010031625
20.810197615488587,16.905685772998915,41.659217243397705,0,0,2894147.798574006,2053444.5748211925,840703.2237528136,1,3,4,1,4,2,4,3,5,2,2,1,2,0,5,1,1,2,0,4,1,4,3,0,4,5,0,1,3,1,1,0,1,0,1,5,3,1,0.6808335208542674
46.931543470051714,39.48429232404577,33.13806170464388,0,1,1788405.4033278704,1690229.8993552488,98175.50397262163,5,2,3,4,1,1,3,2,4,2,0,2,1,1,3,5,3,3,0,5,4,4,3,0,1,1,0,1,4,1,0,0,1,1,2,2,1,1,0.6611074142178714
1.384237947823924,1.1798811223520396,31.337139778729284,0,2,1636013.1994422977,934076.2507616662,701936.9486806315,5,2,5,5,2,2,5,3,5,4,4,3,4,0,1,3,5,2,0,4,4,1,4,0,4,3,1,1,1,4,0,0,1,1,3,2,2,1,0.49259949729520625
45.487040895201346,44.46270171531282,67.2094923083813,1,2,2296199.6006898726,1218904.7639755777,1077294.836714295,4,3,1,3,1,3,4,2,5,4,0,5,2,3,5,4,4,2,0,3,5,2,4,1,2,3,1,0,3,1,0,0,4,0,5,2,4,0,0.3951225318991987
8.53654420743878,8.502692971856435,66.83928951269277,0,0,1496493.0867999773,1148890.4004502147,347602.6863497626,4,1,3,3,1,3,2,1,2,5,3,5,4,0,3,2,4,1,1,1,2,2,5,1,4,2,0,0,1,1,0,1,1,0,2,5,1,0,0.5479891697118597
28.602907459619285,22.05286260388987,22.843690165239106,2,0,1347298.3419364202,1215099.792853956,132198.54908246407,2,1,5,4,2,4,2,4,5,5,0,3,4,1,1,3,4,2,0,3,5,1,3,0,3,5,1,1,5,2,1,0,2,0,1,5,4,0,0.5571866140934165
46.61948857337969,35.2783462556564,38.269036438973785,1,0,277859.7713655196,175354.00279068123,102505.76857483838,1,2,5,5,4,3,3,4,4,4,5,3,4,2,1,5,5,2,1,5,1,3,3,1,1,3,0,1,4,5,1,0,1,1,3,2,2,1,0.5591577422015419
29.60486624519147,29.03907918764875,2.9695608744824185,0,0,960023.7453971991,774942.766325708,185080.97907149105,5,1,1,1,1,3,4,1,1,2,6,3,1,2,2,5,1,1,1,3,1,5,1,0,4,4,0,0,1,1,1,1,5,0,1,1,3,1,0.5931557233730071
8.988731509647959,8.220035513605694,51.4110752452914,0,0,2533092.250382231,1154352.9153732571,1378739.335008974,2,1,2,5,4,3,5,3,1,1,0,3,5,0,5,3,5,3,0,4,3,3,2,0,4,4,1,0,2,3,0,0,3,1,3,3,2,1,0.5483085103784918
27.89407458879044,19.945744272522948,21.474361966549885,0,0,1068744.9004394307,872469.392135331,196275.50830409967,5,2,3,1,2,1,3,5,3,2,5,4,1,0,4,3,5,4,0,2,2,1,1,1,2,5,1,0,2,2,0,1,1,0,2,2,4,0,0.46602736531696803
11.017588123527796,8.900907879961892,5.1829552538643595,1,0,2246467.969408243,1719334.7896081582,527133.1798000848,2,2,2,3,3,5,4,3,1,4,3,3,4,2,2,5,2,3,1,3,2,1,1,1,1,3,1,0,4,2,0,1,1,0,2,1,2,0,0.4897370531198669
29.79170768436069,26.23028294774305,47.607831981288086,0,0,1790485.564732363,1032305.8302858793,758179.7344464837,4,3,1,2,4,1,5,2,1,2,1,3,2,2,4,3,5,1,1,4,5,3,1,0,2,3,1,1,1,3,0,0,2,1,4,5,1,0,0.5250686440379749
43.996032286069614,39.397974407575006,0.9621887807941676,0,0,885338.3513072205,507989.3375230436,377349.0137841769,3,1,2,3,2,1,3,2,2,2,5,3,4,2,5,3,2,1,0,3,3,2,1,0,5,3,0,0,1,4,1,0,5,0,2,3,5,1,0.5069523385507587
35.567580683890824,27.424046385147605,30.97818603703219,1,2,285618.4051650007,246309.2063850863,39309.19877991441,3,2,1,5,4,5,3,4,4,1,6,3,2,0,1,5,5,5,0,2,4,5,2,0,3,5,0,1,3,3,1,0,1,1,4,4,3,1,0.6391856018396612
28.115629205421634,19.735847443866906,51.9771582988295,0,2,2501538.804118394,1395933.8442575843,1105604.9598608096,5,2,2,1,2,2,1,1,5,5,0,3,5,2,1,5,2,1,1,3,1,1,5,0,5,5,1,1,4,5,0,0,5,1,5,4,2,1,0.49727129594643604
18.359295033643566,11.789204552208105,15.56529133237192,1,0,811521.711082012,388610.22030631854,422911.4907756935,3,2,4,3,5,1,1,1,3,3,1,2,1,0,2,2,3,5,1,1,2,5,5,1,1,5,1,0,5,2,0,0,5,0,2,1,3,0,0.5737753370097337
38.87634934397375,38.12124668209572,54.35425118557127,1,2,2052414.6741281415,1342401.3738680943,710013.3002600472,5,1,3,2,4,1,4,1,1,5,0,1,3,3,3,1,5,3,0,2,1,5,3,0,5,1,1,1,3,2,1,1,4,0,1,4,4,1,0.6056582030436926
19.39797749485852,17.875737079996078,30.34305629289441,3,0,1031370.2426442652,577624.7449934874,453745.4976507778,3,3,4,3,4,4,3,2,3,3,5,3,2,1,1,1,4,4,1,5,1,4,1,1,2,5,1,0,2,4,0,0,5,0,4,5,3,0,0.5711306500850878
33.4617134001388,24.721014072318347,27.352860663074598,0,0,1855694.096772003,1236971.4578508753,618722.6389211277,2,2,5,5,2,4,2,5,5,3,5,3,1,3,5,3,2,4,1,4,3,1,2,1,2,4,0,1,2,1,1,1,1,0,3,3,5,0,0.6090461884954532
23.69262097803806,16.854528228704247,45.829635274940934,2,0,2352692.4018809586,2025254.0052966084,327438.39658435015,4,2,5,4,4,1,4,1,5,5,4,3,5,3,2,1,3,5,0,5,2,2,3,0,5,3,1,1,3,5,0,0,5,1,3,5,3,0,0.6198842614430143
